0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,1
169,0
174,0
8252,0
8265,0
8482,0
8505,0
8596,0
8597,0
8598,0
8599,0
8600,0
8601,0
8617,0
8618,0
8986,0
8987,0
9000,0
9096,1
9167,0
9193,1
9194,1
9195,1
9196,1
9197,1
9198,1
9199,1
9200,1
9201,1
9202,1
9203,1
9208,1
9209,1
9210,1
9410,1
9472,0
9473,0
9474,0
9475,0
9476,0
9477,0
9478,0
9479,0
9480,0
9481,0
9482,0
9483,0
9484,0
9485,0
9486,0
9487,0
9488,0
9489,0
9490,0
9491,0
9492,0
9493,0
9494,0
9495,0
9496,0
9497,0
9498,0
9499,0
9500,0
9501,0
9502,0
9503,0
9504,0
9505,0
9506,0
9507,0
9508,0
9509,0
9510,0
9511,0
9512,0
9513,0
9514,0
9515,0
9516,0
9517,0
9518,0
9519,0
9520,0
9521,0
9522,0
9523,0
9524,0
9525,0
9526,0
9527,0
9528,0
9529,0
9530,0
9531,0
9532,0
9533,0
9534,0
9535,0
9536,0
9537,0
9538,0
9539,0
9540,0
9541,0
9542,0
9543,0
9544,0
9545,0
9546,0
9547,0
9548,0
9549,0
9550,0
9551,0
9552,0
9553,0
9554,0
9555,0
9556,0
9557,0
9558,0
9559,0
9560,0
9561,0
9562,0
9563,0
9564,0
9565,0
9566,0
9567,0
9568,0
9569,0
9570,0
9571,0
9572,0
9573,0
9574,0
9575,0
9576,0
9577,0
9578,0
9579,0
9580,0
9581,0
9582,0
9583,0
9584,0
9585,0
9586,0
9587,0
9588,0
9589,0
9590,0
9591,0
9592,0
9593,0
9594,0
9595,0
9596,0
9597,0
9598,0
9599,0
9642,0
9643,0
9654,0
9664,0
9723,0
9724,0
9725,0
9726,0
9728,0
9729,0
9730,0
9731,1
9732,0
9733,1
9735,0
9736,0
9737,0
9738,0
9739,0
9740,0
9741,0
9742,0
9743,0
9744,0
9745,0
9746,0
9748,0
9749,1
9750,1
9751,1
9752,1
9753,1
9754,0
9755,0
9756,0
9757,0
9758,0
9759,0
9760,0
9761,0
9762,1
9763,1
9764,1
9765,0
9766,0
9767,0
9768,0
9769,0
9770,0
9771,1
9772,1
9773,0
9774,0
9775,1
9776,1
9777,1
9778,1
9779,1
9780,1
9781,1
9782,1
9783,1
9784,0
9785,0
9786,0
9787,0
9788,0
9789,0
9790,0
9791,0
9792,0
9793,0
9794,0
9795,0
9796,0
9797,0
9798,0
9799,0
9800,0
9801,0
9802,0
9803,0
9804,0
9805,0
9806,0
9807,0
9808,0
9809,0
9810,0
9811,0
9812,0
9813,0
9814,0
9815,0
9816,0
9817,0
9818,0
9819,0
9820,0
9821,0
9822,0
9823,0
9824,0
9825,0
9826,0
9827,0
9828,0
9829,0
9830,0
9831,0
9832,0
9833,0
9834,0
9835,0
9836,0
9837,0
9838,0
9839,0
9840,0
9841,0
9842,1
9843,1
9844,1
9845,1
9846,1
9847,1
9848,1
9849,1
9850,1
9851,1
9852,1
9853,1
9854,1
9855,1
9856,1
9857,1
9858,1
9859,1
9860,1
9861,1
9872,0
9873,0
9874,1
9875,1
9876,1
9877,1
9878,1
9879,1
9880,1
9881,1
9882,1
9883,1
9884,1
9885,1
9886,1
9887,1
9888,1
9889,0
9890,1
9891,1
9892,1
9893,1
9894,1
9895,1
9896,0
9897,1
9898,0
9899,0
9900,0
9901,1
9902,1
9903,1
9904,1
9905,1
9906,0
9907,0
9908,0
9909,0
9910,1
9911,0
9912,0
9913,0
9914,0
9915,0
9916,0
9917,1
9918,1
9919,1
9920,1
9921,1
9922,1
9923,1
9924,1
9925,1
9926,1
9927,1
9928,1
9929,1
9930,1
9931,1
9932,1
9933,1
9934,1
9935,1
9936,1
9937,1
9938,1
9939,1
9940,1
9941,1
9942,1
9943,1
9944,1
9945,1
9946,1
9947,1
9948,1
9949,1
9950,1
9951,1
9952,1
9953,1
9954,0
9955,1
9956,1
9957,1
9958,1
9959,1
9960,1
9961,1
9962,1
9963,1
9964,1
9965,1
9966,1
9967,1
9968,1
9969,1
9970,1
9971,1
9972,1
9973,1
9974,1
9975,1
9976,1
9977,1
9978,1
9979,1
9980,1
9981,1
9982,1
9983,1
9984,1
9985,1
9986,1
9987,1
9988,1
9989,1
9992,1
9993,1
9994,1
9995,1
9996,1
9997,1
9998,1
9999,1
10000,1
10001,1
10002,1
10004,1
10006,1
10013,1
10017,1
10024,1
10035,1
10036,1
10052,1
10055,1
10060,1
10062,1
10067,1
10068,1
10069,1
10071,1
10083,1
10084,1
10085,1
10086,1
10087,1
10133,1
10134,1
10135,1
10145,1
10160,0
10175,1
10548,1
10549,1
11013,1
11014,0
11015,0
11035,1
11036,1
11088,1
11093,1
12336,1
12349,1
12951,1
12953,1
126976,1
126977,1
126978,1
126979,1
126980,1
126981,1
126982,1
126983,1
126984,1
126985,1
126986,1
126987,1
126988,1
126989,1
126990,1
126991,1
126992,1
126993,1
126994,1
126995,1
126996,1
126997,1
126998,1
126999,1
127000,1
127001,1
127002,1
127003,1
127004,1
127005,1
127006,1
127007,1
127008,1
127009,1
127010,1
127011,1
127012,1
127013,1
127014,1
127015,1
127016,1
127017,1
127018,1
127019,1
127024,1
127025,1
127026,1
127027,1
127028,1
127029,1
127030,1
127031,1
127032,1
127033,1
127034,1
127035,1
127036,1
127037,1
127038,1
127039,1
127040,1
127041,1
127042,1
127043,1
127044,1
127045,1
127046,1
127047,1
127048,1
127049,1
127050,1
127051,1
127052,1
127053,1
127054,1
127055,1
127056,1
127057,1
127058,1
